"BE","MRDCL Tables"
"JH","PROJECT WALL E"
"JF"," "
"TB","1"
"VT","QFP1. FINANCIAL PRODUCTS CURRENTLY OWNED"
"HT","HEADER A. GENERAL PROFILE"
"BT","ALL RESPONDENTS"
"CH",,,"GENDER",,"LIFESTAGE",,,,"SEC",,,,
"CL",,"TOTAL (a)","MALE (b)","FEMALE (c)","Yuppies (21-30 yo) (e)","Transitioners (31-35 yo) (f)","Balancers (36-45 yo) (g)","Older Adults/Retirees (46-65 yo) (h)","AB (i)","C1 (j)","ABC1 (k)","C2 (l)","D (m)"
"RT","Total",506,228,278,176,86,123,121,25,26,51,170,275
"PV",,100.0000%,100.0000%,100.0000%,100.0000%,100.0000%,100.0000%,100.0000%,100.0000%,100.0000%,100.0000%,100.0000%,100.0000%
"BL"
"RW","Checking/Current Account",5,2,3,1,0,2,2,5,0,5,0,0
"PV",,0.9881%,0.8772%,1.0791%,0.5682%,0.0000%,1.6260%,1.6529%,20.0000%,0.0000%,9.8039%,0.0000%,0.0000%
"MK",," "," "," "," "," "," M"," M"," "," "," AABCAEFGHALM"," "," "
"BL"
"RW","Savings/Debit Account",44,20,24,23,4,6,11,11,8,19,16,9
"PV",,8.6957%,8.7719%,8.6331%,13.0682%,4.6512%,4.8780%,9.0909%,44.0000%,30.7692%,37.2549%,9.4118%,3.2727%
"MK",," M"," M"," M"," FGM"," "," "," M"," "," "," AABCAEFGHALM"," M"," "
"BL"
"RW","Credit Card",7,5,2,5,1,0,1,4,0,4,2,1
"PV",,1.3834%,2.1930%,0.7194%,2.8409%,1.1628%,0.0000%,0.8264%,16.0000%,0.0000%,7.8431%,1.1765%,0.3636%
"MK",," "," "," "," M"," "," "," "," "," "," AABCAFGHALM"," "," "
"BL"
"RW","Investment Products (e.g. stocks, bonds, mutual funds)",1,0,1,0,0,1,0,1,0,1,0,0
"PV",,0.1976%,0.0000%,0.3597%,0.0000%,0.0000%,0.8130%,0.0000%,4.0000%,0.0000%,1.9608%,0.0000%,0.0000%
"MK",," "," "," "," "," "," "," "," "," "," AABAAM"," "," "
"BL"
"RW","Insurance (e.g. health insurance, car insurance, life insurance)",12,5,7,5,1,3,3,6,1,7,1,4
"PV",,2.3715%,2.1930%,2.5180%,2.8409%,1.1628%,2.4390%,2.4793%,24.0000%,3.8462%,13.7255%,0.5882%,1.4545%
"MK",," "," "," "," "," "," "," "," "," "," AABCAEFGHALM"," "," "
"BL"
"RW","Loan (e.g personal loan, housing loan, auto loan)",3,1,2,0,1,1,1,0,1,1,2,0
"PV",,0.5929%,0.4386%,0.7194%,0.0000%,1.1628%,0.8130%,0.8264%,0.0000%,3.8462%,1.9608%,1.1765%,0.0000%
"MK",," "," "," "," "," "," "," "," "," "," M"," "," "
"BL"
"RW","Others",2,1,1,0,1,1,0,0,0,0,1,1
"PV",,0.3953%,0.4386%,0.3597%,0.0000%,1.1628%,0.8130%,0.0000%,0.0000%,0.0000%,0.0000%,0.5882%,0.3636%
"MK",," "," "," "," "," "," "," "," "," "," "," "," "
"BL"
"RW","None",450,200,250,150,78,112,110,12,18,30,149,261
"PV",,88.9328%,87.7193%,89.9281%,85.2273%,90.6977%,91.0569%,90.9091%,48.0000%,69.2308%,58.8235%,87.6471%,94.9091%
"MK",," K"," K"," K"," K"," K"," K"," K"," "," "," "," K"," AABCAEAKL"
"BL"
"RW","Total Count",524,234,290,184,86,126,128,39,28,67,171,276
"PV",,103.5573%,102.6316%,104.3165%,104.5455%,100.0000%,102.4390%,105.7851%,156.0000%,107.6923%,131.3725%,100.5882%,100.3636%
"MK",," "," "," "," "," "," "," "," "," "," "," "," "
"TE"
"TB","2"
"VT","QFP1. FINANCIAL PRODUCTS CURRENTLY OWNED"
"HT","HEADER B. LOCALE AND MACROREGION"
"BT","ALL RESPONDENTS"
"CH",,,"LOCALE",,,"NORTH CENTRAL LUZON",,,"SOUTH LUZON",,,"VISAYAS",,,"MINDANAO",,
"CL",,"TOTAL (a)","URBAN (NET) (b)","RURAL (NET) (c)","NCR (NET) (d)","NCL (NET) (e)","NCL Urban (f)","NCL Rural (g)","SL (NET) (h)","SL Urban (i)","SL Rural (j)","Visayas (NET) (k)","Visayas Urban (l)","Visayas Rural (m)","Mindanao (NET) (n)","Mindanao Urban (o)","Mindanao Rural (p)"
"RT","Total",506,268,238,59,122,51,71,92,50,42,109,49,60,124,59,65
"PV",,100.0000%,100.0000%,100.0000%,100.0000%,100.0000%,100.0000%,100.0000%,100.0000%,100.0000%,100.0000%,100.0000%,100.0000%,100.0000%,100.0000%,100.0000%,100.0000%
"BL"
"RW","Checking/Current Account",5,5,0,0,1,1,0,1,1,0,3,3,0,0,0,0
"PV",,0.9881%,1.8657%,0.0000%,0.0000%,0.8197%,1.9608%,0.0000%,1.0870%,2.0000%,0.0000%,2.7523%,6.1224%,0.0000%,0.0000%,0.0000%,0.0000%
"MK",," "," C"," "," "," "," C"," "," "," C"," "," C"," AACAAEGAAANP"," "," "," "," "
"BL"
"RW","Savings/Debit Account",44,36,8,5,12,10,2,8,8,0,17,11,6,2,2,0
"PV",,8.6957%,13.4328%,3.3613%,8.4746%,9.8361%,19.6078%,2.8169%,8.6957%,16.0000%,0.0000%,15.5963%,22.4490%,10.0000%,1.6129%,3.3898%,0.0000%
"MK",," CJNP"," AACAAGAJAANOP"," "," NP"," CJNP"," AACAAGAJAANOP"," "," CJNP"," CGJNOP"," "," AACAAGAJAANOP"," AACADAEGAHJAANOP"," CJNP"," "," "," "
"BL"
"RW","Credit Card",7,6,1,1,2,2,0,0,0,0,4,3,1,0,0,0
"PV",,1.3834%,2.2388%,0.4202%,1.6949%,1.6393%,3.9216%,0.0000%,0.0000%,0.0000%,0.0000%,3.6697%,6.1224%,1.6667%,0.0000%,0.0000%,0.0000%
"MK",," "," "," "," "," "," CN"," "," "," "," "," CN"," AACAAGAHAANP"," "," "," "," "
"BL"
"RW","Investment Products (e.g. stocks, bonds, mutual funds)",1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"PV",,0.1976%,0.3731%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.9174%,2.0408%,0.0000%,0.0000%,0.0000%,0.0000%
"MK",," "," "," "," "," "," "," "," "," "," "," "," AACAAAAA"," "," "," "," "
"BL"
"RW","Insurance (e.g. health insurance, car insurance, life insurance)",12,8,4,2,2,2,0,3,1,2,4,2,2,1,1,0
"PV",,2.3715%,2.9851%,1.6807%,3.3898%,1.6393%,3.9216%,0.0000%,3.2609%,2.0000%,4.7619%,3.6697%,4.0816%,3.3333%,0.8065%,1.6949%,0.0000%
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"BL"
"RW","Loan (e.g personal loan, housing loan, auto loan)",3,2,1,0,0,0,0,3,2,1,0,0,0,0,0,0
"PV",,0.5929%,0.7463%,0.4202%,0.0000%,0.0000%,0.0000%,0.0000%,3.2609%,4.0000%,2.3810%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%
"MK",," "," "," "," "," "," "," "," AACAAEAAAN"," AACAAEAAKAN"," "," "," "," "," "," "," "
"BL"
"RW","Others",2,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1
"PV",,0.3953%,0.3731%,0.4202%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.9174%,2.0408%,0.0000%,0.8065%,0.0000%,1.5385%
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"BL"
"RW","None",450,225,225,53,110,41,69,79,40,39,88,35,53,120,56,64
